order_count_180d,revenue_180d,payment_value_180d,freight_value_180d,item_count_180d,avg_payment_type_count_180d,avg_installments_180d,avg_review_score_180d,review_count_180d,avg_delivery_delay_180d,late_delivery_rate_180d,unique_products_180d,unique_categories_180d,unique_sellers_180d,recency_days,customer_lifetime_days,avg_order_value_180d,orders_per_month_180d,revenue_per_month_180d
0.31628877,0.03465956,0.2393704,-0.008491983,0.12509046,0.0017412849,0.039960682,-0.030976856,-0.29209876,-0.008105959,0.0,-0.18799317,-0.013264785,-0.04225333,0.15746737,-0.6940584,-0.006924455,-0.080795296,0.0018643958
0.74117076,0.105415404,0.23586076,-0.00089197943,0.21002705,0.0019352428,0.043590695,0.015396445,0.010787138,-0.018811222,0.0,0.015310513,0.0003105728,0.0023106756,0.1247283,0.051287707,0.05169859,0.003728806,0.0032274977
0.7339608,0.029466195,0.3701412,-0.2718006,0.20360552,-0.040758725,0.03110122,0.054038193,0.013563911,-0.03605213,0.0,0.015069971,0.0003105728,0.0023106756,0.035611484,0.038370524,-0.00548108,0.003728806,0.008177183
0.7406834,0.015910026,0.27317807,-0.004583116,0.21156366,0.0019352428,0.033766072,0.012269967,0.010787138,0.00017961225,0.0,0.01563178,0.0003105728,0.0023106756,0.11923356,0.03352418,-0.027977556,0.003728806,0.010616187
0.74155337,-0.008149254,0.2739398,0.068097055,0.2070557,0.0012677184,0.04430936,0.13768822,0.010787138,0.018254673,0.0,0.01838946,0.0003105728,0.0023106756,-0.020678284,0.0386689,-0.019241564,0.003728806,0.001151032
0.7422644,0.006727877,0.2893778,0.10534205,0.20701548,0.0012677184,0.036956843,0.15910767,0.010787138,-0.024610832,0.0,0.015323997,0.0003105728,0.0023106756,0.13581042,0.047407106,-0.033669744,0.003728806,0.0074626105
0.7442694,-0.030867577,0.2643386,0.071611285,0.21963243,0.0012677184,-0.042049408,0.14414215,0.01654085,0.032944944,0.0,0.016949711,0.0004528882,0.002988459,0.041318096,0.032333996,0.25465342,0.004402526,-0.006504507
0.7426656,-0.06465125,0.23621,-0.008091011,0.22438116,0.0019352428,0.012067872,0.011441532,0.01658279,0.00025044335,0.0,0.014962979,0.0003105728,0.0027907812,0.10837168,0.04199692,0.27508634,0.005001896,-0.031403325
0.74246025,-0.056406848,0.340091,0.007969795,0.22629349,0.0019352428,-0.0004196316,-0.00083671615,0.01658279,0.003973931,0.0,0.01824333,0.00053160527,0.0027907812,-0.031285096,0.032819558,0.34054962,0.005001896,-0.01778409
0.73747796,0.018170068,0.28682435,0.020258944,0.21024431,0.0019352428,0.034884308,0.014826651,0.010787138,-0.02011332,0.0,0.01563178,0.0003105728,0.0023106756,0.036835797,0.0466015,-0.024876533,0.003728806,0.009579152
0.7427359,-0.06675096,0.22225045,-0.31143218,0.1417755,0.0017073549,0.0529329,0.15963909,0.016461918,0.015130007,0.0,0.014974548,0.0003105728,0.002483165,0.120534554,0.067381755,0.21011412,0.005001896,-0.01220031
